,Election,CandidateID,CandidateName,ContributionType,Date,City,State,ZipCode,Amount,PurposeCode,Purpose
3488,2005,605,"Michael,Bloomberg",Corporation,9/20/2005 00:00:00,New York,NY,10014.0,116,Office Expenses,Office Expenses
3489,2005,605,"Michael,Bloomberg",Corporation,9/20/2005 00:00:00,New York,NY,10014.0,156,Office Expenses,Office Expenses
3490,2005,605,"Michael,Bloomberg",Corporation,9/20/2005 00:00:00,New York,NY,10014.0,1345,Office Expenses,Office Expenses
3491,2005,605,"Michael,Bloomberg",Corporation,9/20/2005 00:00:00,New York,NY,10014.0,158,Office Expenses,Office Expenses
3492,2005,605,"Michael,Bloomberg",Corporation,9/20/2005 00:00:00,New York,NY,10014.0,575,Office Expenses,Office Expenses
3493,2005,605,"Michael,Bloomberg",Corporation,9/20/2005 00:00:00,New York,NY,10014.0,490,Office Expenses,Office Expenses
3494,2005,605,"Michael,Bloomberg",Corporation,9/20/2005 00:00:00,New York,NY,10014.0,339,Office Expenses,Office Expenses
3495,2005,605,"Michael,Bloomberg",Corporation,8/31/2005 00:00:00,New York,NY,10014.0,1711,Office Expenses,Office Expenses
3496,2005,605,"Michael,Bloomberg",Corporation,8/31/2005 00:00:00,New York,NY,10014.0,142,Office Expenses,Office Expenses
3497,2005,605,"Michael,Bloomberg",Corporation,8/31/2005 00:00:00,New York,NY,10014.0,1047,Office Expenses,Office Expenses
3498,2005,605,"Michael,Bloomberg",Corporation,8/31/2005 00:00:00,New York,NY,10014.0,162,Office Expenses,Office Expenses
3499,2005,605,"Michael,Bloomberg",Corporation,8/31/2005 00:00:00,New York,NY,10014.0,206,Office Expenses,Office Expenses
3500,2005,605,"Michael,Bloomberg",Corporation,9/5/2005 00:00:00,New York,NY,10014.0,160,Office Expenses,Office Expenses
3501,2005,605,"Michael,Bloomberg",Corporation,9/5/2005 00:00:00,New York,NY,10014.0,302,Office Expenses,Office Expenses
3502,2005,605,"Michael,Bloomberg",Corporation,5/23/2005 00:00:00,New York,NY,10014.0,309,Office Expenses,Office Expenses
3503,2005,605,"Michael,Bloomberg",Corporation,5/23/2005 00:00:00,New York,NY,10014.0,319,Office Expenses,Office Expenses
3504,2005,605,"Michael,Bloomberg",Corporation,6/28/2005 00:00:00,New York,NY,10014.0,1300,Office Expenses,Office Expenses
3505,2005,605,"Michael,Bloomberg",Corporation,6/28/2005 00:00:00,New York,NY,10014.0,552,Office Expenses,Office Expenses
3506,2005,605,"Michael,Bloomberg",Corporation,6/28/2005 00:00:00,New York,NY,10014.0,432,Office Expenses,Office Expenses
