,Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
91,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11211.0,266.74,Campaign Literature,Campgn Lit.
92,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11211.0,1306.5,Campaign Literature,Campgn Lit.
93,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11211.0,250.41,Campaign Literature,Campgn Lit.
94,2009,260,"William,Thompson, Jr.",Corporation,,,,417.14,Office Expenses,Office Expenses
95,2009,260,"William,Thompson, Jr.",Corporation,,,,155.15,Office Expenses,Office Expenses
96,2009,260,"William,Thompson, Jr.",Corporation,,,,265.93,Other,Other: explntion
97,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
98,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
99,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
100,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
101,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
102,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
103,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
104,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
105,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
106,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,24.0,Office Expenses,Office Expenses
107,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,24.0,Office Expenses,Office Expenses
108,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,24.0,Office Expenses,Office Expenses
109,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,24.0,Office Expenses,Office Expenses
110,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
111,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
112,2009,260,"William,Thompson, Jr.",Corporation,Dulles,VA,20166.0,26.0,Office Expenses,Office Expenses
113,2009,260,"William,Thompson, Jr.",Corporation,Queens,NY,11430.0,189.0,Fundraising,Fundraising
114,2009,260,"William,Thompson, Jr.",Corporation,Queens,NY,11430.0,189.0,Fundraising,Fundraising
115,2009,260,"William,Thompson, Jr.",Corporation,Queens,NY,11430.0,159.0,Fundraising,Fundraising
116,2009,260,"William,Thompson, Jr.",Corporation,Queens,NY,11430.0,644.15,Other,Other: explntion
117,2009,260,"William,Thompson, Jr.",Corporation,Queens,NY,11430.0,529.0,Other,Other: explntion
118,2009,260,"William,Thompson, Jr.",Corporation,Queens,NY,11430.0,660.0,Other,Other: explntion
119,2009,260,"William,Thompson, Jr.",Corporation,Blackwood,NJ,8012.0,369.39,Other,Other: explntion
120,2009,260,"William,Thompson, Jr.",Corporation,Blackwood,NJ,8012.0,369.39,Other,Other: explntion
121,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,0.33,Fundraising,Fundraising
122,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,1.63,Fundraising,Fundraising
123,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,4.5,Fundraising,Fundraising
124,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,1.63,Fundraising,Fundraising
125,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,750.0,Other,Other: explntion
126,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,41.0,Other,Other: explntion
127,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
128,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,713.0,Other,Other: explntion
129,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
130,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,7.0,Other,Other: explntion
131,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,2167.0,Other,Other: explntion
132,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
133,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,531.0,Other,Other: explntion
134,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
135,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,164.0,Other,Other: explntion
136,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,6.0,Other,Other: explntion
137,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,10.0,Other,Other: explntion
138,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,35.0,Other,Other: explntion
139,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
140,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,41.0,Other,Other: explntion
141,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,1031.0,Other,Other: explntion
142,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,510.0,Other,Other: explntion
143,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
144,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,26.35,Other,Other: explntion
145,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,26.38,Other,Other: explntion
146,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,34.9,Other,Other: explntion
147,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,83.86,Other,Other: explntion
148,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
149,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
150,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,13.01,Other,Other: explntion
151,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Fundraising,Fundraising
152,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,108.21,Fundraising,Fundraising
153,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Fundraising,Fundraising
154,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,622.61,Fundraising,Fundraising
155,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,4.95,Fundraising,Fundraising
156,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,3.25,Fundraising,Fundraising
157,2009,1286,"Kevin,Coenen",Corporation,New York,NY,10285.0,5.95,Office Expenses,Office Expenses
158,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,348.99,Office Expenses,Office Expenses
159,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
160,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,6.51,Fundraising,Fundraising
161,2009,1286,"Kevin,Coenen",Corporation,New York,NY,10285.0,5.95,Office Expenses,Office Expenses
162,2009,51,"Tony,Avella",Corporation,Phoenix,AZ,85072.0,4.95,Fundraising,Fundraising
163,2009,1286,"Kevin,Coenen",Corporation,New York,NY,10285.0,5.95,Office Expenses,Office Expenses
164,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Fundraising,Fundraising
165,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,1079.82,Fundraising,Fundraising
166,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,519.98,Fundraising,Fundraising
167,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
168,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
169,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,30.98,Other,Other: explntion
170,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
171,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,613.32,Other,Other: explntion
172,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
173,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,18.59,Other,Other: explntion
174,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,789.0,Other,Other: explntion
175,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
176,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,249.45,Other,Other: explntion
177,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
178,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,646.47,Other,Other: explntion
179,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
180,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,1844.06,Other,Other: explntion
181,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
182,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,1501.27,Other,Other: explntion
183,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
184,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,41.0,Other,Other: explntion
185,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,100.0,Other,Other: explntion
186,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,1000.0,Other,Other: explntion
187,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
188,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
189,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.13,Other,Other: explntion
190,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
191,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.17,Other,Other: explntion
192,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,6.0,Other,Other: explntion
193,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,10.0,Other,Other: explntion
194,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,2061.92,Other,Other: explntion
195,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
196,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
197,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,601.96,Other,Other: explntion
198,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
199,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,28.91,Other,Other: explntion
200,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
201,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,41.3,Other,Other: explntion
202,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.5,Other,Other: explntion
203,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,53.7,Other,Other: explntion
204,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.95,Other,Other: explntion
205,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,16.52,Other,Other: explntion
206,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
207,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,2381.0,Other,Other: explntion
208,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
209,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,68.0,Other,Other: explntion
210,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
211,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,222.0,Other,Other: explntion
212,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
213,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,1846.0,Other,Other: explntion
214,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,6.0,Other,Other: explntion
215,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,10.0,Other,Other: explntion
216,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,35.0,Other,Other: explntion
217,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,6.0,Other,Other: explntion
218,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,10.0,Other,Other: explntion
219,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,30.0,Other,Other: explntion
220,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
221,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
222,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
223,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,10.0,Other,Other: explntion
224,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,6.0,Other,Other: explntion
225,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,4.0,Other,Other: explntion
226,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,395.0,Other,Other: explntion
227,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,6.0,Other,Other: explntion
228,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,10.0,Other,Other: explntion
229,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,395.0,Other,Other: explntion
230,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,2.0,Other,Other: explntion
231,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
232,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,66.0,Other,Other: explntion
233,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,82.0,Other,Other: explntion
234,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10116.0,5.0,Other,Other: explntion
235,2009,260,"William,Thompson, Jr.",Individual,,,,400.0,Other,Other: explntion
236,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,104.0,Other,Other: explntion
237,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,102.0,Other,Other: explntion
238,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,51.0,Other,Other: explntion
239,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,51.0,Other,Other: explntion
240,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,102.0,Other,Other: explntion
241,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,159.3,Fundraising,Fundraising
242,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,175.0,Other,Other: explntion
243,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,173.0,Other,Other: explntion
244,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001.0,298.0,Other,Other: explntion
245,2009,260,"William,Thompson, Jr.",Individual,Bronx,NY,10453.0,90.0,Campaign Workers Salaries,Campgn Wrkrs $$
246,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,279.5,Fundraising,Fundraising
247,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,215.0,Fundraising,Fundraising
248,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11234.0,90.0,Campaign Workers Salaries,Campgn Wrkrs $$
249,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11234.0,160.0,Campaign Workers Salaries,Campgn Wrkrs $$
250,2009,1286,"Kevin,Coenen",Limited Liability Company,New York,NY,,23.0,Other,Other: explntion
251,2009,260,"William,Thompson, Jr.",Party Committee,New York,NY,10017.0,300.0,Political Contributions,Polit Contribs.
252,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10014.0,149.58,Other,Other: explntion
253,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,96.0,Other,Other: explntion
254,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,51.27,Other,Other: explntion
255,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,127.51,Other,Other: explntion
256,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,87.0,Other,Other: explntion
257,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,90.0,Other,Other: explntion
258,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,115.0,Other,Other: explntion
259,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,82.0,Other,Other: explntion
260,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10012.0,116.0,Other,Other: explntion
261,2009,51,"Tony,Avella",Individual,Bronx,NY,10456.0,280.0,Other,Other: explntion
