,Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
59,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,350,Other,Other: explntion
60,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,1575,Other,Other: explntion
61,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,3190,Other,Other: explntion
62,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,1750,Other,Other: explntion
63,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,2800,Other,Other: explntion
64,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,2857,Other,Other: explntion
65,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,386.31,Other,Other: explntion
66,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11243,85,Other,Other: explntion
67,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11219,3000,Office Rent,Office Rent
68,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11219,10500,Office Rent,Office Rent
69,2009,605,"Michael,Bloomberg",Limited Liability Company,Brooklyn,NY,11219,-3000,,
70,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10016,1776.85,Other,Other: explntion
71,2009,260,"William,Thompson, Jr.",Corporation,Albany,NY,12207,753.39,Fundraising,Fundraising
72,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10040,400,Other,Other: explntion
73,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10040,450,Other,Other: explntion
74,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10019,35,Other,Other: explntion
75,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10007,28,Other,Other: explntion
76,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11204,157,Fundraising,Fundraising
77,2009,605,"Michael,Bloomberg",Corporation,Monroe,NY,10950,11197,Campaign Consultants,Campgn Consuls.
78,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11217,112.5,Other,Other: explntion
79,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10036,575.47,Office Expenses,Office Expenses
80,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10036,379.31,Office Expenses,Office Expenses
81,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10036,75.98,Office Expenses,Office Expenses
82,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10036,68.06,Office Expenses,Office Expenses
83,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10036,15914.87,Office Expenses,Office Expenses
84,2009,605,"Michael,Bloomberg",Corporation,Mount Vernon,NY,10550,2449.69,Other,Other: explntion
85,2009,605,"Michael,Bloomberg",Corporation,Mount Vernon,NY,10550,589.01,Office Expenses,Office Expenses
86,2009,605,"Michael,Bloomberg",Corporation,Mount Vernon,NY,10550,689.19,Office Expenses,Office Expenses
87,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10003,48.18,Other,Other: explntion
88,2009,605,"Michael,Bloomberg",Corporation,Bronx,NY,10463,354.38,Office Expenses,Office Expenses
89,2009,260,"William,Thompson, Jr.",Individual,Ridgewood,NY,11385,90,Campaign Workers Salaries,Campgn Wrkrs $$
90,2009,605,"Michael,Bloomberg",Individual,Brooklyn,NY,11236,500,Other,Other: explntion
91,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10018,55.4,Office Expenses,Office Expenses
92,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10018,54.44,Office Expenses,Office Expenses
93,2009,51,"Tony,Avella",Individual,Brooklyn,NY,11222,400,Campaign Consultants,Campgn Consuls.
94,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,1524.38,Office Expenses,Office Expenses
95,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,2063.69,Office Expenses,Office Expenses
96,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,714.38,Office Expenses,Office Expenses
97,2009,260,"William,Thompson, Jr.",Corporation,Long Island City,NY,11101,379.31,Fundraising,Fundraising
98,2009,260,"William,Thompson, Jr.",Corporation,Long Island City,NY,11101,487.69,Fundraising,Fundraising
99,2009,260,"William,Thompson, Jr.",Individual,Bronx,NY,10473,90,Campaign Workers Salaries,Campgn Wrkrs $$
100,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11226,90,Campaign Workers Salaries,Campgn Wrkrs $$
101,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11226,240,Campaign Workers Salaries,Campgn Wrkrs $$
102,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11222,90,Campaign Workers Salaries,Campgn Wrkrs $$
103,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11222,240,Campaign Workers Salaries,Campgn Wrkrs $$
104,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11226,90,Campaign Workers Salaries,Campgn Wrkrs $$
105,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11226,160,Interest Expenses,Interest Expns.
106,2009,260,"William,Thompson, Jr.",Individual,Bronx,NY,10453,90,Campaign Workers Salaries,Campgn Wrkrs $$
107,2009,260,"William,Thompson, Jr.",Individual,,,,300,Campaign Workers Salaries,Campgn Wrkrs $$
108,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,63947.76,Office Expenses,Office Expenses
109,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,11603.5,Office Expenses,Office Expenses
110,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,9309.18,Office Expenses,Office Expenses
111,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,10307.87,Office Expenses,Office Expenses
112,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,39631.55,Office Expenses,Office Expenses
113,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,47362.89,Office Expenses,Office Expenses
114,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,1188.92,Office Expenses,Office Expenses
115,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,963.69,Office Expenses,Office Expenses
116,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,-490.69,,
117,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,-77.44,,
118,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,12318.49,Office Expenses,Office Expenses
119,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,47152.24,Office Expenses,Office Expenses
120,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,2712.74,Office Expenses,Office Expenses
121,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,28826.78,Office Expenses,Office Expenses
122,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,1257.83,Office Expenses,Office Expenses
123,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,20625.11,Office Expenses,Office Expenses
124,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,34490.22,Office Expenses,Office Expenses
125,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,1486.67,Office Expenses,Office Expenses
126,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,543.52,Office Expenses,Office Expenses
127,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,1966.78,Office Expenses,Office Expenses
128,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,38525.4,Office Expenses,Office Expenses
129,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,957.82,Office Expenses,Office Expenses
130,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,15181.16,Office Expenses,Office Expenses
131,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,8024.32,Office Expenses,Office Expenses
132,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,2342.52,Office Expenses,Office Expenses
133,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,11379.12,Office Expenses,Office Expenses
134,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,2256.05,Office Expenses,Office Expenses
135,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,1510.25,Office Expenses,Office Expenses
136,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,86.42,Office Expenses,Office Expenses
137,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,16810.5,Office Expenses,Office Expenses
138,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,58072.92,Office Expenses,Office Expenses
139,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,63.87,Office Expenses,Office Expenses
140,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,53911.4,Office Expenses,Office Expenses
141,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,56884.05,Office Expenses,Office Expenses
142,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,4777.31,Office Expenses,Office Expenses
143,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,55896.8,Office Expenses,Office Expenses
144,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,9429.98,Office Expenses,Office Expenses
145,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,78488.11,Office Expenses,Office Expenses
146,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,55222.83,Office Expenses,Office Expenses
147,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,577.63,Office Expenses,Office Expenses
148,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,17896.87,Office Expenses,Office Expenses
149,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,382.58,Office Expenses,Office Expenses
150,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,52844.56,Office Expenses,Office Expenses
151,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,86.42,Office Expenses,Office Expenses
152,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,15058.98,Office Expenses,Office Expenses
153,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,10142.65,Office Expenses,Office Expenses
154,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,6732.63,Office Expenses,Office Expenses
155,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,86.42,Office Expenses,Office Expenses
156,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,17568.86,Office Expenses,Office Expenses
157,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,62611.36,Office Expenses,Office Expenses
158,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,2192.49,Office Expenses,Office Expenses
159,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,50789.44,Office Expenses,Office Expenses
160,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,1566.33,Office Expenses,Office Expenses
161,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,244.08,Office Expenses,Office Expenses
162,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,2558.18,Office Expenses,Office Expenses
163,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,79,Office Expenses,Office Expenses
164,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,377.56,Office Expenses,Office Expenses
165,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,1252.51,Office Expenses,Office Expenses
166,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,16520.01,Office Expenses,Office Expenses
167,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,40805.99,Office Expenses,Office Expenses
168,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,243.75,Office Expenses,Office Expenses
169,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10020,52214.58,Office Expenses,Office Expenses
170,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11225,73.72,Office Expenses,Office Expenses
171,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,2493.49,Office Expenses,Office Expenses
172,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
173,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
174,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
175,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
176,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
177,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
178,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
179,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
180,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
181,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
182,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1281.46,Office Expenses,Office Expenses
183,2009,605,"Michael,Bloomberg",Corporation,Philadelphia,PA,19170,1986.26,Office Expenses,Office Expenses
184,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10001,9188.9,Fundraising,Fundraising
185,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10018,950,Printing Expenses,Print Ads
186,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,1000,Office Expenses,Office Expenses
187,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,1000,Office Expenses,Office Expenses
188,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,1000,Office Expenses,Office Expenses
189,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,1000,Office Expenses,Office Expenses
190,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,1000,Office Expenses,Office Expenses
191,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,1000,Office Expenses,Office Expenses
192,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,1000,Office Expenses,Office Expenses
193,2009,605,"Michael,Bloomberg",Individual,Briarcliff,NY,10510,55.88,Advance Repayment,Advance Repaymnt
194,2009,260,"William,Thompson, Jr.",Individual,Queens,NY,11375,204,Fundraising,Fundraising
195,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10024,541,Fundraising,Fundraising
196,2009,605,"Michael,Bloomberg",Corporation,Brooklyn,NY,11218,2140.48,Office Expenses,Office Expenses
197,2009,605,"Michael,Bloomberg",Corporation,Brooklyn,NY,11218,2358.24,Office Expenses,Office Expenses
198,2009,605,"Michael,Bloomberg",Corporation,Brooklyn,NY,11218,454.09,Office Expenses,Office Expenses
199,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1561.5,Campaign Workers Salaries,Campgn Wrkrs $$
200,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,480,Campaign Workers Salaries,Campgn Wrkrs $$
201,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,2161.5,Campaign Workers Salaries,Campgn Wrkrs $$
202,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1861.5,Campaign Workers Salaries,Campgn Wrkrs $$
203,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1000,Office Expenses,Office Expenses
204,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1230,Campaign Workers Salaries,Campgn Wrkrs $$
205,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1000,Office Expenses,Office Expenses
206,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,960,Campaign Workers Salaries,Campgn Wrkrs $$
207,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1000,Office Expenses,Office Expenses
208,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1000,Office Expenses,Office Expenses
209,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1000,Office Expenses,Office Expenses
210,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,500,Office Expenses,Office Expenses
211,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,576,Campaign Workers Salaries,Campgn Wrkrs $$
212,2009,605,"Michael,Bloomberg",Individual,New York,NY,10025,1956,Campaign Workers Salaries,Campgn Wrkrs $$
213,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11233,400,Fundraising,Fundraising
214,2009,260,"William,Thompson, Jr.",Individual,Staten Island,NY,10303,70,Campaign Workers Salaries,Campgn Wrkrs $$
215,2009,260,"William,Thompson, Jr.",Corporation,Lynbrook,NY,11563,2,Other,Other: explntion
216,2009,260,"William,Thompson, Jr.",Corporation,Lynbrook,NY,11563,832,Other,Other: explntion
217,2009,260,"William,Thompson, Jr.",Corporation,Corona,NY,11368,113.65,Fundraising,Fundraising
218,2009,260,"William,Thompson, Jr.",Individual,,,,470,Campaign Workers Salaries,Campgn Wrkrs $$
219,2009,260,"William,Thompson, Jr.",Individual,Staten Island,NY,10306,1000,Campaign Workers Salaries,Campgn Wrkrs $$
220,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11228,3370,Fundraising,Fundraising
221,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11217,90,Campaign Workers Salaries,Campgn Wrkrs $$
222,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11217,90,Interest Expenses,Interest Expns.
223,2009,605,"Michael,Bloomberg",Other,Astoria,NY,11105,2400,Office Rent,Office Rent
224,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10011,28,Other,Other: explntion
225,2009,260,"William,Thompson, Jr.",Corporation,New York,NY,10037,250,Fundraising,Fundraising
226,2009,260,"William,Thompson, Jr.",Individual,Brooklyn,NY,11210,90,Campaign Workers Salaries,Campgn Wrkrs $$
227,2009,260,"William,Thompson, Jr.",Individual,,,,100,Campaign Workers Salaries,Campgn Wrkrs $$
228,2009,260,"William,Thompson, Jr.",Party Committee,New York,NY,10027,300,Campaign Consultants,Campgn Consuls.
229,2009,51,"Tony,Avella",Corporation,,,,2660,Campaign Literature,Campgn Lit.
230,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,188.99,Other,Other: explntion
231,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,94.5,Other,Other: explntion
232,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,63.57,Other,Other: explntion
233,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,17.98,Other,Other: explntion
234,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,14.63,Other,Other: explntion
235,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,466.26,Other,Other: explntion
236,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,237.07,Other,Other: explntion
237,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,200.76,Other,Other: explntion
238,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,145.11,Other,Other: explntion
239,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,72.92,Other,Other: explntion
240,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,223.53,Other,Other: explntion
241,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,106.44,Other,Other: explntion
242,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,-23.98,,
243,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,604.41,Other,Other: explntion
244,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,562.45,Other,Other: explntion
245,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,388.55,Other,Other: explntion
246,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,388.55,Other,Other: explntion
247,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,388.55,Other,Other: explntion
248,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,388.55,Other,Other: explntion
249,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,382.55,Other,Other: explntion
250,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,382.55,Other,Other: explntion
251,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,364.57,Other,Other: explntion
252,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,364.57,Other,Other: explntion
253,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,364.57,Other,Other: explntion
254,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,562.45,Other,Other: explntion
255,2009,260,"William,Thompson, Jr.",Corporation,Brooklyn,NY,11234,550.21,Other,Other: explntion
256,2009,605,"Michael,Bloomberg",Limited Liability Company,Hauppage,NY,11788,11756.25,Other,Other: explntion
257,2009,605,"Michael,Bloomberg",Limited Liability Company,Hauppage,NY,11788,11756.25,Other,Other: explntion
258,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,7307.25,Office Expenses,Office Expenses
259,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,2177.5,Office Expenses,Office Expenses
260,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,35625.88,Office Expenses,Office Expenses
261,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,1066.97,Office Expenses,Office Expenses
262,2009,605,"Michael,Bloomberg",Corporation,New York,NY,10001,609.7,Office Expenses,Office Expenses
