Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
2013,,"Anthony,Weiner",Corporation,New York,NY,10017,3048.5,Office Expenses,Office Expenses
2013,,"Anthony,Weiner",Corporation,New York,NY,10017,463.81,Office Expenses,Office Expenses
2013,1666,"Erick,Salgado",Individual,New York,NY,10029,80,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,1051.76,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,51.3,Advance Repayment,Advance Repaymnt
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,750,Advance Repayment,Advance Repaymnt
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,281.25,Advance Repayment,Advance Repaymnt
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,3275.19,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,3275.19,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,13,Advance Repayment,Advance Repaymnt
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,7.2,Advance Repayment,Advance Repaymnt
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,3275.19,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Individual,TEANECK,NJ,7666,186.89,Advance Repayment,Advance Repaymnt
2013,204,"Christine,Quinn",Individual,New York,NY,10021,1303.9,Fundraising,Fundraising
2013,,"Anthony,Weiner",Individual,Bronx,NY,10458,3010,Campaign Consultants,Campgn Consuls.
2013,,"Anthony,Weiner",Individual,Bronx,NY,10458,5875.01,Campaign Consultants,Campgn Consuls.
2013,,"Anthony,Weiner",Individual,Bronx,NY,10458,500,Campaign Consultants,Campgn Consuls.
2013,,"Anthony,Weiner",Individual,Bronx,NY,10458,3865,Campaign Consultants,Campgn Consuls.
2013,,"Anthony,Weiner",Individual,Bronx,NY,10458,6500,Campaign Consultants,Campgn Consuls.
2013,326,"Bill,de Blasio",Corporation,New York,NY,10010,150,Fundraising,Fundraising
2013,326,"Bill,de Blasio",Individual,Brooklyn,NY,11201,500,Campaign Workers Salaries,Campgn Wrkrs $$
2013,326,"Bill,de Blasio",Individual,Brooklyn,NY,11201,144.68,Advance Repayment,Advance Repaymnt
2013,1690,"Joseph,Lhota",Corporation,,,,300,Other,Other: explntion
2013,260,"William,Thompson, Jr.",Corporation,New York,NY,10022,123.43,Other,Other: explntion
2013,326,"Bill,de Blasio",Corporation,New York,NY,10001,46.79,Fundraising,Fundraising
2013,1690,"Joseph,Lhota",Other,Astoria,NY,11105,474,Fundraising,Fundraising
2013,326,"Bill,de Blasio",Corporation,,,,9.99,Office Expenses,Office Expenses
2013,326,"Bill,de Blasio",Corporation,,,,15.99,Office Expenses,Office Expenses
2013,326,"Bill,de Blasio",Corporation,,,,15.99,Office Expenses,Office Expenses
2013,326,"Bill,de Blasio",Corporation,,,,15.99,Office Expenses,Office Expenses
2013,326,"Bill,de Blasio",Corporation,,,,15.99,Office Expenses,Office Expenses
