Election,CandidateID,CandidateName,ContributionType,Date,City,State,ZipCode,Amount,PurposeCode,Purpose
2013,1796,"Jack,Hidary",Corporation,10/15/2013,Brooklyn,NY,11231,3250,Other,Other: explntion
2013,326,"Bill,de Blasio",Corporation,5/2/2012,New York,NY,10022,79,Fundraising,Fundraising
2013,260,"William,Thompson, Jr.",Corporation,10/29/2011,New York,NY,,20,Other,Other: explntion
2013,326,"Bill,de Blasio",Individual,9/29/2010,Brooklyn,NY,11221,69,Advance Repayment,Advance Repaymnt
2013,1796,"Jack,Hidary",Individual,7/25/2013,Staten Island,NY,10302,69,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Individual,4/22/2013,Whitestone,NY,11357,500,Fundraising,Fundraising
2013,1690,"Joseph,Lhota",Individual,8/19/2013,Whitestone,NY,11357,3400,Campaign Consultants,Campgn Consuls.
2013,1690,"Joseph,Lhota",Individual,9/17/2013,Whitestone,NY,11357,714,Campaign Consultants,Campgn Consuls.
2013,1690,"Joseph,Lhota",Individual,9/17/2013,Whitestone,NY,11357,4285,Campaign Consultants,Campgn Consuls.
2013,1690,"Joseph,Lhota",Individual,10/15/2013,Whitestone,NY,11357,5000,Campaign Consultants,Campgn Consuls.
2013,1690,"Joseph,Lhota",Individual,11/15/2013,Whitestone,NY,11357,5000,Campaign Consultants,Campgn Consuls.
2013,BB,"Anthony,Weiner",Corporation,7/27/2013,New York,NY,10003,52,Other,Other: explntion
2013,204,"Christine,Quinn",Other,9/12/2013,Denver,CO,80221,23763,Campaign Consultants,Campgn Consuls.
2013,BB,"Anthony,Weiner",Individual,9/16/2013,New York,NY,10065,600,Office Expenses,Office Expenses
2013,260,"William,Thompson, Jr.",Corporation,2/20/2012,New York,NY,10022,1046,Other,Other: explntion
2013,260,"William,Thompson, Jr.",Corporation,5/11/2012,New York,NY,10022,334,Other,Other: explntion
2013,326,"Bill,de Blasio",Candidate Committee,10/27/2013,Brooklyn,NY,11211,138,Voter Registration,Regis. Mtl/Srvs.
2013,FI,"John,Liu",Party Committee,8/26/2013,Brooklyn,NY,11214,250,Printing Expenses,Print Ads
2013,326,"Bill,de Blasio",Candidate Committee,9/29/2010,Brooklyn,NY,11215,11321,Other,Other: explntion
2013,326,"Bill,de Blasio",Candidate Committee,1/10/2011,Brooklyn,NY,11215,2815,Office Expenses,Office Expenses
2013,326,"Bill,de Blasio",Candidate Committee,7/11/2011,Brooklyn,NY,11215,1940,Office Expenses,Office Expenses
2013,326,"Bill,de Blasio",Candidate Committee,1/11/2012,Brooklyn,NY,11215,416,Other,Other: explntion
2013,326,"Bill,de Blasio",Candidate Committee,9/23/2011,Brooklyn,NY,11215,2490,Office Expenses,Office Expenses
2013,326,"Bill,de Blasio",Candidate Committee,9/27/2012,Brooklyn,NY,11215,305,Other,Other: explntion
2013,326,"Bill,de Blasio",Candidate Committee,10/10/2013,New York,NY,10024,250,Office Rent,Office Rent
2013,260,"William,Thompson, Jr.",Candidate Committee,9/14/2013,Bronx,NY,10461,724,Printing Expenses,Print Ads
2013,AU,"Sal,Albanese",Candidate Committee,1/10/2013,,,,200,Political Contributions,Polit Contribs.
2013,326,"Bill,de Blasio",Candidate Committee,10/28/2010,,,,1375,Other,Other: explntion
2013,326,"Bill,de Blasio",Candidate Committee,10/27/2013,Bronx,NY,10458,104,Voter Registration,Regis. Mtl/Srvs.
2013,1796,"Jack,Hidary",Limited Liability Company,8/3/2013,New York,NY,10036,11300,Professional Services,Prof. Srvcs.
2013,1796,"Jack,Hidary",Limited Liability Company,8/5/2013,New York,NY,10036,11262,Campaign Workers Salaries,Campgn Wrkrs $$
2013,204,"Christine,Quinn",Corporation,7/30/2012,Lake George,NY,12845,184,Fundraising,Fundraising
2013,204,"Christine,Quinn",Corporation,8/6/2012,Lake George,NY,12845,172,Fundraising,Fundraising
2013,204,"Christine,Quinn",Other,6/28/2010,,,,400243,EXALOC,
2013,BB,"Anthony,Weiner",Other,7/2/2010,,,,585380,EXALOC,
2013,FI,"John,Liu",Individual,7/6/2011,New York,NY,10019,539,Campaign Workers Salaries,Campgn Wrkrs $$
2013,FI,"John,Liu",Individual,9/9/2011,New York,NY,10019,1600,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1690,"Joseph,Lhota",Corporation,10/11/2013,,,,1500,Other,Other: explntion
2013,260,"William,Thompson, Jr.",Individual,4/30/2013,East Elmhurst,NY,11369,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,7/15/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,7/31/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,7/18/2013,Woodside,NY,11377,112,Advance Repayment,Advance Repaymnt
2013,260,"William,Thompson, Jr.",Individual,5/15/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,5/31/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,6/14/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,6/28/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,8/15/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,8/30/2013,Woodside,NY,11377,1752,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,9/11/2013,Woodside,NY,11377,1249,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,6/25/2013,Woodside,NY,11377,112,Advance Repayment,Advance Repaymnt
2013,260,"William,Thompson, Jr.",Corporation,1/28/2013,New York,NY,,50,Other,Other: explntion
2013,326,"Bill,de Blasio",Individual,11/4/2013,New York,NY,15009,300,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1666,"Erick,Salgado",Corporation,7/23/2013,Brooklyn,NY,11209,1000,Petition Expenses,Petition Expns.
2013,1666,"Erick,Salgado",Corporation,8/9/2013,Brooklyn,NY,11209,1000,Petition Expenses,Petition Expns.
2013,1666,"Erick,Salgado",Corporation,9/24/2013,Brooklyn,NY,11209,500,Petition Expenses,Petition Expns.
2013,1666,"Erick,Salgado",Corporation,6/14/2013,Brooklyn,NY,11209,1471,Petition Expenses,Petition Expns.
2013,1666,"Erick,Salgado",Corporation,7/1/2013,Brooklyn,NY,11209,2500,Petition Expenses,Petition Expns.
2013,1690,"Joseph,Lhota",Corporation,10/28/2013,New York,NY,10016,7321,Other,Other: explntion
2013,1690,"Joseph,Lhota",Corporation,11/2/2013,New York,NY,10016,21963,Other,Other: explntion
2013,1690,"Joseph,Lhota",Corporation,11/4/2013,New York,NY,10016,9349,Other,Other: explntion
2013,1690,"Joseph,Lhota",Corporation,11/13/2013,New York,NY,10016,2406,Other,Other: explntion
2013,1690,"Joseph,Lhota",Corporation,11/12/2013,New York,NY,10016,1833,Other,Other: explntion
2013,1796,"Jack,Hidary",Limited Liability Company,8/28/2013,New York,NY,10016,2000,Fundraising,Fundraising
2013,326,"Bill,de Blasio",Corporation,10/24/2011,New York,NY,10016,32,Fundraising,Fundraising
2013,FI,"John,Liu",Individual,9/25/2013,Brooklyn,NY,11220,469,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1666,"Erick,Salgado",Individual,9/10/2013,Bronx,NY,10469,100,Campaign Workers Salaries,Campgn Wrkrs $$
2013,204,"Christine,Quinn",Individual,9/24/2013,New York,NY,10033,250,Other,Other: explntion
2013,1666,"Erick,Salgado",Individual,9/10/2013,New York,NY,10029,100,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1796,"Jack,Hidary",Individual,7/25/2013,Brooklyn,NY,11221,221,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1796,"Jack,Hidary",Individual,8/15/2013,Brooklyn,NY,11221,106,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1796,"Jack,Hidary",Individual,8/9/2013,Brooklyn,NY,11221,407,Campaign Workers Salaries,Campgn Wrkrs $$
2013,1796,"Jack,Hidary",Individual,8/29/2013,Brooklyn,NY,11221,48,Petition Expenses,Petition Expns.
2013,260,"William,Thompson, Jr.",Corporation,7/22/2013,New York,NY,10034,69,Other,Other: explntion
2013,326,"Bill,de Blasio",Corporation,10/3/2011,Brooklyn,NY,11201,19,Fundraising,Fundraising
2013,AU,"Sal,Albanese",Individual,7/25/2013,Brooklyn,NY,11210,168,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,8/1/2013,Brooklyn,NY,11210,252,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,8/8/2013,Brooklyn,NY,11210,336,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,8/15/2013,Brooklyn,NY,11210,336,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,8/22/2013,Brooklyn,NY,11210,336,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,8/29/2013,Brooklyn,NY,11210,252,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,8/30/2013,Brooklyn,NY,11210,252,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,8/30/2013,Brooklyn,NY,11210,60,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,9/12/2013,Brooklyn,NY,11210,225,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,6/14/2013,Brooklyn,NY,11210,420,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,6/21/2013,Brooklyn,NY,11210,420,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,7/5/2013,Brooklyn,NY,11210,406,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,7/9/2013,Brooklyn,NY,11210,420,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,7/9/2013,Brooklyn,NY,11210,84,Campaign Workers Salaries,Campgn Wrkrs $$
2013,AU,"Sal,Albanese",Individual,7/5/2013,Brooklyn,NY,11210,420,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,7/15/2013,East Elmhurst,NY,11369,1086,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,7/31/2013,East Elmhurst,NY,11369,1086,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,6/14/2013,East Elmhurst,NY,11369,442,Campaign Workers Salaries,Campgn Wrkrs $$
2013,260,"William,Thompson, Jr.",Individual,6/14/2013,East Elmhurst,NY,11369,1086,Campaign Workers Salaries,Campgn Wrkrs $$
